Date,PM2.5 AQI Value,Main Pollutant,Site Name,Site ID,Source
6/14/21,42,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
6/15/21,29,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
6/16/21,39,,Military Park (GHIB),26-163-0100,AQS
6/17/21,64,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/18/21,59,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/19/21,48,,Allen Park,26-163-0001,AQS
6/20/21,64,,ELIZA-NR,26-163-0093,AQS
6/21/21,27,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
6/22/21,20,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/23/21,46,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/24/21,49,,Southwestern H.S.,26-163-0015,AQS
6/25/21,55,,New Haven,26-099-0009,AQS
6/26/21,54,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
6/27/21,61,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
6/28/21,43,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
6/29/21,37,,ELIZA-NR,26-163-0093,AQS
6/30/21,35,,Southwestern H.S.,26-163-0015,AQS
7/1/21,38,,Allen Park,26-163-0001,AQS
7/2/21,29,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
7/3/21,54,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/4/21,118,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/5/21,73,,Allen Park,26-163-0001,AQS
7/6/21,72,,Allen Park,26-163-0001,AQS
7/7/21,73,,Allen Park,26-163-0001,AQS
7/8/21,52,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
7/9/21,26,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
7/10/21,38,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
7/11/21,39,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
7/12/21,38,,Port Huron,26-147-0005,AQS
7/13/21,41,,ELIZA-NR,26-163-0093,AQS
7/14/21,46,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
